,id,alias,review_count,categories,rating,latitude,longitude,price,phone,distance,star_info,price_info,location,reviews_count,time_info,photo_number,updated_services,amenities_more
17,pk89jzL1RsE9U0thf_z6tw,locanda-verde-new-york,1655,Italian,4.0,40.7198601300801,-74.010039072422,$$$,+12129253797,2081.0044178443195,4 star rating,$$$ ,TriBeCa,1655 reviews,Closed5:30 PM - 9:00 PM,See 1593 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
18,1aD88qNRb08LGBkl84GQTA,little-collins-new-york-3,829,Coffee & Tea,4.5,40.75233,-73.97353,$$,+12123081969,5507.334764233976,4.5 star rating,$$ ,Midtown East,829 reviews,Closed7:00 AM - 4:00 PM,See 1002 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
19,bEXTA_Gwo2oVg4gnFd9fNA,ai-fiori-new-york,1270,Italian,4.0,40.7500752,-73.9837835,$$$$,+12126138660,5041.061936453574,4 star rating,$$$$ ,Midtown West,1270 reviews,Closed,See 3170 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Private dining', 'DIY meal kits', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
20,sSSV7G16yUijp-Peq4fmsA,benjamin-steakhouse-new-york-2,1213,Steakhouses,4.0,40.7518,-73.97896,$$$$,+12122979177,5313.918765192256,4 star rating,$$$$ ,"Midtown East, Murray Hill",1213 reviews,Closed,See 841 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
21,jWC4mD-yy-IzuZxU5ctAKw,mias-bakery-brooklyn,803,Bakeries,4.5,40.6870199,-73.9901299,$,+13479873194,2081.025885948994,4.5 star rating,$ ,"Cobble Hill, Boerum Hill",803 reviews,Closed7:00 AM - 9:00 PM,Watch videoSee 1298 photos,"['Takeout', 'Sit-down dining', 'Limited capacity']","['Takeout', 'Sit-down dining', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
22,aSFBv64GBpMOFPqIleeQFQ,lure-fishbar-new-york-2,1679,Seafood,4.0,40.724612166991,-73.998574708004,$$$,+12124317676,2161.6364530898604,4 star rating,$$$ ,SoHo,1679 reviews,Closed11:30 AM - 9:30 PM,See 1908 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Limited capacity', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
23,3o0Jp9ttSpP1wu7Focs7xg,mamouns-falafel-east-village-manhattan-new-york,1202,Middle Eastern,4.0,40.728814,-73.988492,$,+16468705785,2644.1222193444983,4 star rating,$ ,East Village,1202 reviews,Closed11:00 AM - 11:00 PM,See 504 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
24,UXVDyIzmO5kmJnlv-HDXLg,cafeteria-new-york,3364,American (New),3.5,40.740567590122,-73.9980747946,$$,+12124141717,3918.4448613860486,3.5 star rating,$$ ,Chelsea,3364 reviews,Closed10:00 AM - 11:00 PM,See 2843 photos,"['Delivery', 'Takeout', 'Indoor dining', 'Limited capacity', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Indoor dining', 'Staff wears masks', 'Limited capacity', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
25,C2o3Iw-DXjoUJFgQIbiqkQ,bocaphê-new-york-3,1565,Vietnamese,4.0,40.722062,-73.997587,$$,+16468821939,1868.477363167493,4 star rating,$$ ,SoHo,1565 reviews,Closed9:30 AM - 11:00 PM,See 2884 photos,"['Delivery', 'Takeout', 'Staff wears gloves', 'Hand sanitizer provided']","['Delivery', 'Takeout', 'Staff wears gloves', 'Hand sanitizer provided', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
26,TcuWyuZAORVnQBPCMNbTgw,beyond-sushi-new-york-4,692,Vegan,4.5,40.76331,-73.97717,$$,+16469645097,6591.366962592128,4.5 star rating,$$ ,Midtown West,692 reviews,Closed11:30 AM - 9:30 PM,See 986 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
27,IErfGS0DASSJfYU73m0Sqg,malatesta-trattoria-new-york,1254,Italian,4.0,40.73285,-74.00847,$$,+12127411207,3272.155011667827,4 star rating,Unclaimed ,West Village,1254 reviews,Closed5:30 PM - 10:30 PM,See 785 photos,"['Delivery', 'Sit-down dining', 'Outdoor seating', 'Staff wears masks', 'Masks required']","['Delivery', 'Sit-down dining', 'Outdoor seating', 'Staff wears masks', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Many Vegetarian Options']"
28,-Q8MYIWoE4EsGQtudIOY0w,bua-thai-ramen-and-robata-grill-new-york,931,Thai,4.5,40.77635,-73.95308,$$,+12128797999,8614.977282214206,4.5 star rating,$$ ,"Yorkville, Upper East Side",931 reviews,Closed11:30 AM - 10:30 PM,See 2493 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
29,KEEXuHCYhsQJ-zpJhu98bA,joes-pizza-new-york-148,1180,Pizza,4.0,40.7547,-73.98696,$,+16465594878,5508.746902433722,4 star rating,$ ,"Theater District, Midtown West",1180 reviews,Closed10:00 AM - 12:00 AM (Next day),See 1381 photos,"['Delivery', 'Takeout', 'Indoor dining', 'Masks required']","['Delivery', 'Takeout', 'Indoor dining', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
30,yN5rHxaIZMk6KFrbDNgZgA,lukes-lobster-upper-east-side-new-york,1176,Seafood,4.0,40.7747308470083,-73.9545491922026,$$,+12122494241,8400.43422843796,4 star rating,$$ ,"Upper East Side, Yorkville",1176 reviews,Closed12:00 PM - 8:00 PM,See 869 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
31,lXGCo-K7eftxRT_6E59-Iw,union-square-cafe-new-york-8,1231,American (New),4.0,40.737772,-73.987876,$$$,+12122434020,3635.0627554502266,4 star rating,$$$ ,"Flatiron, Gramercy",1231 reviews,Closed5:00 PM - 9:00 PM,See 1324 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Health Score', 'Takes Reservations']"
32,ZfuZ2byArGq-5j8zX8Afeg,zest-sushi-new-york-3,855,Sushi Bars,4.0,40.7178344726563,-73.9899597167969,$$,+12126773158,1425.2566698018184,4 star rating,$$ ,Lower East Side,855 reviews,Closed,See 1060 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
33,xWUL-j6TQyKQHIfOtetu-Q,hangawi-new-york,1187,Vegetarian,4.0,40.746737,-73.984662,$$$,+12122130077,4662.649209347736,4 star rating,$$$ ,Midtown East,1187 reviews,Closed5:30 PM - 9:30 PM,See 1378 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
34,DJSLGbSqCJ1W8ma3LFlMuw,patzeria-perfect-pizza-new-york,1613,Pizza,4.0,40.7594583,-73.9868048,$,+12125757646,6040.144918807972,4 star rating,Unclaimed ,"Theater District, Midtown West",1613 reviews,Closed7:00 AM - 12:00 AM (Next day),See 1002 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Staff wears gloves', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Staff wears gloves', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
35,RfxOtJ4SQmEeVX_XjFLWUQ,otis-brooklyn-2,340,American (New),5.0,40.706011,-73.932598,$$,+16468860601,5200.877004016517,5 star rating,$$ ,East Williamsburg,340 reviews,Closed,See 419 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
36,hk3ohp_A4L4UgWTexDxf_Q,gallaghers-steakhouse-new-york,1235,Steakhouses,4.0,40.762876,-73.983837,$$$,+12125865000,6446.529226099498,4 star rating,$$$ ,"Theater District, Midtown West",1235 reviews,Closed11:45 AM - 10:00 PM,See 2051 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
37,9pMhRYYgV7E9L7pzECtJKA,the-drunken-munkey-ues-new-york,1071,Indian,4.5,40.78098,-73.94751,$$,+18773686539,9259.57479406468,4.5 star rating,$$ ,"Yorkville, Upper East Side",1071 reviews,Closed12:00 PM - 12:00 AM (Next day),See 734 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
38,b5x-Fw7I7Y88TdFIzvbsnw,supermoon-bakehouse-new-york,765,Bakeries,4.0,40.71991,-73.9872,$$,+13476541211,1714.9424016310745,4 star rating,$$ ,Lower East Side,765 reviews,Closed,See 4845 photos,"['Curbside pickup', 'Gift cards', 'Curbside drop-off', 'Staff wears gloves', 'Limited capacity', 'Masks required']","['Curbside pickup', 'Gift cards', 'Curbside drop-off', 'Social distancing enforced', 'Staff wears masks', 'Staff wears gloves', 'Limited capacity', 'Masks required', 'Health Score']"
39,xTnivXEdEtXrnhp-z4JGvg,la-parisienne-new-york-5,548,Cafes,4.5,40.70961,-74.0093799,$$,+16467564911,1350.1089630689858,4.5 star rating,$$ ,Financial District,548 reviews,Closed8:00 AM - 7:00 PM,See 727 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
40,eIbKiQuExi12NcGeqMzQAw,babas-pierogies-brooklyn,421,Modern European,4.5,40.67687,-73.98633,$$,+17182220777,3253.379374229705,4.5 star rating,$$ ,Gowanus,421 reviews,Closed11:30 AM - 9:00 PM,See 478 photos,"['Delivery', 'Takeout', 'Contactless payments']","['Delivery', 'Takeout', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
41,z9sRnN1gPyxz9SJ52XDWoQ,chobani-soho-new-york,661,Coffee & Tea,4.5,40.7256895490098,-74.0010523796082,$,+12123643970,2322.0659491073484,4.5 star rating,$ ,South Village,661 reviews,Closed9:00 AM - 4:00 PM,See 1036 photos,"['Delivery', 'Takeout']","['Delivery', 'Takeout', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
42,GlPJPpKvPR4d8dmcSEYpdA,takahachi-bakery-new-york,936,Bakeries,4.0,40.71393,-74.00822,$$,+12127915550,1511.7020935512141,4 star rating,Unclaimed ,"Civic Center, TriBeCa",936 reviews,Closed7:00 AM - 7:00 PM,See 1813 photos,"['Delivery', 'Takeout', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required']","['Delivery', 'Takeout', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
43,cUyfnb3E7HvzNfbTgTjl_Q,despaña-fine-foods-and-tapas-cafe-new-york-2,574,Specialty Food,4.5,40.721094,-73.9978255,$$,+12122195050,1765.3868869898827,4.5 star rating,$$ ,SoHo,574 reviews,Closed,See 656 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'In-store shopping', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'In-store shopping', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
0,J0OeDwmh5JBhid0A5GvltA,il-corallo-trattoria-new-york,991,Italian,4.0,40.7262073,-74.0018919,$$,+12129417119,2395.854722395596,4 star rating,$$ ,South Village,991 reviews,Closed,See 1146 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
1,l9b8NbDyhKhnjLKtUwlPwQ,olea-brooklyn-2,898,Tapas Bars,4.0,40.6877844,-73.9706046,$$,+17186437003,2797.8774095098875,4 star rating,$$ ,Fort Greene,898 reviews,Closed3:00 PM - 9:00 PM,See 579 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
2,l4fwf8VwAokv3MWT45Ab7g,bunna-cafe-brooklyn,659,Ethiopian,4.5,40.705042,-73.928078,$$,+13472952227,5581.722287316518,4.5 star rating,$$ ,"East Williamsburg, Bushwick",659 reviews,Closed12:00 PM - 9:00 PM,See 605 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Contactless payments']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Staff wears masks', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
3,x_t-FtDa5HVgc-wecp0HBg,supreme-restaurant-new-york-2,2166,Shanghainese,3.5,40.71726,-73.99721,$,+12129663988,1335.7503971632593,3.5 star rating,$ ,"Chinatown, Little Italy",2166 reviews,Closed11:30 AM - 9:30 PM,See 1862 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Heated outdoor seating', 'Covered outdoor seating', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
4,QVWmn5jmy_TPmg0G71Dk5g,sea-brooklyn-2,3151,Thai,3.5,40.71807,-73.960044,$$,+17183848850,3210.611387108361,3.5 star rating,Unclaimed ,Williamsburg - North Side,3151 reviews,Closed11:30 AM - 12:15 AM (Next day),See 2975 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
5,VnjcxOUuZAeJMiDIU-7hUQ,churrascaria-plataforma-new-york-3,1374,Brazilian,4.0,40.76202,-73.98765,$$$$,+12122450505,6317.020826750158,4 star rating,$$$$ ,"Theater District, Midtown West, Hell's Kitchen",1374 reviews,Closed1:00 PM - 9:00 PM,See 980 photos,"['Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
6,SjG7CnTIuUBIo9T4BThkGQ,employees-only-new-york,1449,American (New),4.0,40.73343,-74.00617,$$$,+12122423021,3268.7723308088894,4 star rating,$$$ ,West Village,1449 reviews,Closed4:00 PM - 12:00 AM (Next day),See 877 photos,"['Sit-down dining', 'Outdoor seating', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided']","['Sit-down dining', 'Outdoor seating', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Health Score', 'Takes Reservations', 'Accepts Credit Cards', 'Outdoor Seating']"
7,xRiLLXjeM2wOvVTYJH2__A,barboncino-pizza-and-bar-brooklyn-2,995,Pizza,4.0,40.67206,-73.95717,$$,+17182183300,4850.790371389969,4 star rating,$$ ,Crown Heights,995 reviews,Closed11:00 AM - 1:00 AM (Next day),See 723 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears gloves', 'Contactless payments']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Staff wears gloves', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
8,XsElXaLxUPKquI78poB8yw,maison-pickle-new-york,1108,Cocktail Bars,4.0,40.7870473,-73.9781361,$$,+12124969100,9175.285173753695,4 star rating,$$ ,Upper West Side,1108 reviews,Closed11:00 AM - 11:00 PM,See 2268 photos,"['Delivery', 'Takeout', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required']","['Delivery', 'Takeout', 'Indoor dining', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
9,IOHaEgK1zDvUvB3SfKuGCw,parker-and-quinn-new-york,1352,American (New),4.0,40.7525862175813,-73.9850713153442,$$,+12127290277,5299.158389411888,4 star rating,$$ ,Midtown West,1352 reviews,Closed11:30 AM - 8:00 PM,See 1367 photos,[],"['Health Score', 'Takes Reservations', 'Accepts Credit Cards', 'Accepts Apple Pay']"
