,id,alias,review_count,categories,rating,latitude,longitude,price,phone,distance,star_info,price_info,location,reviews_count,time_info,photo_number,updated_services,amenities_more
24,cMGoyT5C4u-g9X-0kT4seg,sanchos-san-antonio,440,Cocktail Bars,4.0,29.43943,-98.4993,$,+12103201840,6291.5620597728475,4 star rating,$ ,Five Points,440 reviews,Open12:00 PM - 1:00 AM (Next day),See 821 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'DIY meal kits', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
25,UREqjKSXyJUqh4wNuigrRA,acenar-mexican-restaurant-san-antonio,1226,Mexican,3.5,29.4262558669313,-98.4920042995251,$$,+12102222362,7885.6131684019165,3.5 star rating,$$ ,Downtown,1226 reviews,Closed11:00 AM - 9:00 PM,See 965 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Masks required']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
26,JS3gCbLH6Gkz_6lJR6AMQA,supper-san-antonio-2,512,American (New),4.0,29.442725,-98.480995,$$,+12104488351,6582.001629871518,4 star rating,Unclaimed ,Tobin Hill,512 reviews,Closed8:00 AM - 8:00 PM,See 1086 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Temperature checks']","['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Temperature checks', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
27,qrK6Cl5k7FoUAgxpNsNTbw,india-palace-san-antonio,565,Indian,4.0,29.519858721233895,-98.5715165,$$,+12106925262,6207.744937077232,4 star rating,$$ ,Medical Center,565 reviews,Closed11:00 AM - 9:30 PM,See 336 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
28,oVASyewXkfUUXb2k2nOaKw,down-on-grayson-san-antonio-2,814,American (New),4.0,29.4439930070745,-98.4782447700663,$$,+12102489244,6611.926629847822,4 star rating,$$ ,Tobin Hill,814 reviews,Closed11:00 AM - 11:00 PM,See 1111 photos,"['Sit-down dining', 'Indoor dining', 'Limited capacity']","['Sit-down dining', 'Indoor dining', 'Limited capacity', 'Health Score', 'Accepts Credit Cards', 'Accepts Apple Pay']"
29,uw5b_6gdZ6hYsCz75lwBXg,outlaw-kitchens-san-antonio,135,American (New),5.0,29.4546217,-98.5029868,$$,+12103004728,4563.272003575844,5 star rating,$$ ,Alta Vista,135 reviews,Closed5:00 PM - 8:30 PM,See 263 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Takeout']"
0,1233uBCWx-KuTVrJJI9vOg,berni-vietnamese-restaurant-san-antonio,371,Vietnamese,4.0,29.5242353528738,-98.5690851509571,$$,+12104855982,6207.7325093160935,4 star rating,Unclaimed ,Medical Center,371 reviews,"Closed11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM",See 513 photos,"['Takeout', 'Curbside pickup', 'Staff wears masks']","['Takeout', 'Curbside pickup', 'Staff wears masks', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
1,dMTas6FFiPfewcFC67-a0A,il-forno-san-antonio,253,Pizza,4.5,29.4084377288818,-98.5020370483398,$$,+12106162198,9637.184337616874,4.5 star rating,$$ ,"Southtown, Downtown",253 reviews,Closed11:00 AM - 9:30 PM,See 422 photos,"['Outdoor seating', 'Indoor dining', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments']","['Outdoor seating', 'Indoor dining', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments', 'Health Score', 'Accepts Credit Cards', 'Vegan Options']"
2,2piFN_O_Ge5fXJdXXp7LFQ,back-unturned-brewing-san-antonio-2,189,Brewpubs,4.5,29.43308,-98.48454,$$,+12102570022,7411.365297875996,4.5 star rating,$$ ,Downtown,189 reviews,Closed11:00 AM - 10:00 PM,See 352 photos,"['Takeout', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity']","['Takeout', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
3,ZD2YRWT5riaCU965Yh0gtQ,nonna-osteria-san-antonio,377,Italian,4.5,29.42047,-98.4885,$$,+12102248800,8593.756584327184,4.5 star rating,$$ ,Downtown,377 reviews,Closed5:00 PM - 9:00 PM,See 708 photos,"['Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Staff wears gloves']","['Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Staff wears gloves', 'Health Score', 'Takes Reservations', 'Accepts Credit Cards', 'Vegan Options']"
4,7ITTtWqq0DQFOT4xiZZeJQ,ocho-san-antonio,893,Lounges,3.5,29.430796,-98.4898539,$$,+12102222008,7465.183457013185,3.5 star rating,$$ ,Downtown,893 reviews,Closed4:00 PM - 9:00 PM,See 1405 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
5,vCXT8MFy4U8pW0ZmgoM9Xg,tongs-thai-restaurant-san-antonio,627,Thai,4.0,29.4867884,-98.448251,$$,+12108297345,6467.698284752496,4 star rating,$$ ,Wilshire Terrace,627 reviews,Closed11:00 AM - 9:00 PM,See 732 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Heated outdoor seating', 'Covered outdoor seating', 'Private dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
6,_f4-cwGWBAcBwOtXcdQkDQ,señor-veggie-san-antonio,480,Vegan,4.0,29.41511,-98.48831,$$,+12102280073,9162.095566925726,4 star rating,Unclaimed ,"Downtown, Southtown, Lavaca",480 reviews,Closed11:00 AM - 9:00 PM,See 631 photos,"['Curbside pickup', 'Sit-down dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments']","['Curbside pickup', 'Sit-down dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Accepts Credit Cards', 'Accepts Android Pay']"
7,_iwavZ-w_ae0U4bqaYy8oA,café-martínez-san-antonio-5,410,Coffee & Tea,4.0,29.502117,-98.575567,$,+12102310095,5980.630470743591,4 star rating,Unclaimed ,Medical Center,410 reviews,Closed7:00 AM - 4:00 PM,See 699 photos,"['Delivery', 'Takeout', 'Curbside pickup']","['Delivery', 'Takeout', 'Curbside pickup', 'Staff wears masks', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
8,4PQ_B6QiGuKa9rJrpeV6kQ,garcias-mexican-food-san-antonio,226,Breakfast & Brunch,4.5,29.451715,-98.513298,$,+12107355686,4750.020229259419,4.5 star rating,$ ,Beacon Hill,226 reviews,Closed7:00 AM - 2:00 PM,See 182 photos,"['Takeout', 'Curbside pickup', 'Indoor dining']","['Takeout', 'Curbside pickup', 'Indoor dining', 'Health Score', 'Offers Takeout', 'Accepts Credit Cards']"
9,FCBDeWfhgm9JCsKapVPnig,boss-bagels-san-antonio,274,Coffee & Tea,4.5,29.4894470262642,-98.4589137509465,$$,+12105044888,5399.348891392728,4.5 star rating,$$ ,Terrell Heights,274 reviews,Closed7:00 AM - 2:00 PM,See 487 photos,"['Delivery', 'Takeout', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Social distancing enforced', 'Staff wears masks', 'Staff wears gloves', 'Hand sanitizer provided', 'Masks required', 'Contactless payments', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
10,p5fAvu_8insRqzv2-oYyJw,southtown-pizzeria-san-antonio,388,Pizza,4.5,29.4132652282715,-98.4877090454102,$$,+12109995401,9388.816727831243,4.5 star rating,$$ ,"Lavaca, Southtown, Downtown",388 reviews,"Closed11:00 AM - 2:00 PM, 4:00 PM - 9:00 PM",See 461 photos,"['Delivery', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Masks required']","['Delivery', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Masks required', 'Health Score', 'Offers Delivery', 'Accepts Credit Cards']"
11,BOkC5cpT3lkVljfDkFDilQ,sohill-cafe-san-antonio-2,157,Pizza,4.5,29.46222,-98.50805,$$,+12104552177,3645.977782135311,4.5 star rating,$$ ,Beacon Hill,157 reviews,Closed4:00 PM - 8:00 PM,See 376 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
12,jJQBNqgL4pz4xg4KqZd37w,taqueria-el-trompo-san-antonio,171,Mexican,4.5,29.5096948824644,-98.554941488928,$,+12106268032,4274.158095540162,4.5 star rating,$ ,Medical Center,171 reviews,Closed7:00 AM - 10:00 PM,See 154 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Staff wears masks', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Health Score', 'Offers Takeout']"
13,k1Uo88N6MjsTzW2IGRBcpQ,lulas-mexican-cafe-san-antonio-3,215,Mexican,4.5,29.4276724885156,-98.4930953065848,$,+12104723300,7705.332889678539,4.5 star rating,Unclaimed ,Downtown,215 reviews,Closed8:00 AM - 2:00 PM,See 175 photos,['Delivery'],"['Delivery', 'Health Score', 'Offers Delivery', 'Accepts Credit Cards']"
14,ad_O_rgt_LbHRY7dQ6lOew,battalion-san-antonio,458,Italian,4.0,29.4179112,-98.4882652,$$,+12108160088,8877.79092408044,4 star rating,$$ ,"Downtown, Lavaca, Southtown",458 reviews,Closed5:00 PM - 9:00 PM,See 757 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Private dining', 'Hand sanitizer provided', 'Masks required', 'Disposable or contactless menu']","['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Private dining', 'Staff wears masks', 'Hand sanitizer provided', 'Masks required', 'Disposable or contactless menu', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
15,qwDt27XGlF6WJVnukhM4rw,rehoboth-eritrean-ethiopian-cuisine-san-antonio-2,149,Ethiopian,4.5,29.4944700499252,-98.5702100023627,$$,+12102637002,5401.118909517373,4.5 star rating,$$ ,Medical Center,149 reviews,Closed11:00 AM - 9:30 PM,See 332 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
16,_l_qfqEPZMZhPdGafxs1RA,maverick-texas-brasserie-san-antonio-2,386,Comfort Food,4.0,29.417718,-98.489641,$$,+12109736050,8861.419856917979,4 star rating,$$ ,"Downtown, Southtown",386 reviews,Closed5:00 PM - 9:30 PM,See 666 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
17,UTpujGQ2hiC91XWCXSgOrg,dignowity-meats-on-houston-street-san-antonio,435,Sandwiches,4.0,29.42527,-98.47154,$$,+12104621496,8739.650082550725,4 star rating,$$ ,Eastside,435 reviews,"Closed11:00 AM - 3:00 PM, 5:00 PM - 10:00 PM",See 474 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Limited capacity', 'Masks required']","['Delivery', 'Takeout', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears masks', 'Limited capacity', 'Masks required', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
18,AMNb9E9NCwzmP6Cel0i9iA,chas-market-and-kitchen-san-antonio,303,Korean,4.0,29.437582,-98.470536,$$,+12102271521,7616.1606918750595,4 star rating,Unclaimed ,Eastside,303 reviews,Closed6:30 AM - 8:00 PM,See 472 photos,"['Takeout', 'Sit-down dining', 'Indoor dining']","['Takeout', 'Sit-down dining', 'Indoor dining', 'Staff wears masks', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
19,q4cLyDHBsJJKC4TF4nytDw,yard-house-san-antonio-4,610,American (New),4.0,29.423284,-98.485064,$$,+12103543844,8406.487040615479,4 star rating,$$ ,Downtown,610 reviews,Open11:00 AM - 12:00 AM (Next day),See 736 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
20,S03dN81Ae5tQAjymZGFUPQ,l-and-l-hawaiian-barbecue-san-antonio-3,343,Hawaiian,4.0,29.489544,-98.441582,$,+12104746699,7050.333641454732,4 star rating,$ ,Wilshire Terrace,343 reviews,Closed11:00 AM - 8:00 PM,See 467 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
21,Ut5yYH3729AQBMT4QjCYJg,texas-de-brazil-san-antonio,441,Brazilian,4.0,29.42663,-98.48909,$$$,+12102991600,7913.794680611539,4 star rating,$$$ ,Downtown,441 reviews,Closed5:00 PM - 9:00 PM,Watch videoSee 406 photos,"['Delivery', 'Takeout', 'Social distancing enforced', 'Staff wears masks', 'Masks required']","['Delivery', 'Takeout', 'Social distancing enforced', 'Staff wears masks', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
22,PZRiLW58f_OTo9iY46VojQ,josephine-street-san-antonio,492,Steakhouses,4.0,29.4446161,-98.4782019,$$,+12102246169,6555.463420204735,4 star rating,$$ ,Tobin Hill,492 reviews,Closed11:00 AM - 9:00 PM,See 639 photos,"['Takeout', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks']","['Takeout', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Temperature checks', 'Health Score', 'Offers Takeout', 'Accepts Credit Cards']"
23,ZuryfrCbz7ycK5ZNzPibQg,tre-trattoria-san-antonio,455,Italian,4.0,29.4373665916496,-98.4818758112867,$$,+12108050333,7084.4729086628995,4 star rating,$$ ,Downtown,455 reviews,Closed11:00 AM - 9:00 PM,See 571 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Limited capacity', 'Temperature checks']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Limited capacity', 'Temperature checks', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
24,NpB9QM71dOUKekVLjEwckw,restaurant-gwendolyn-san-antonio,266,American (Traditional),4.5,29.4285246016513,-98.4915754425134,$$$$,+12102221849,7655.261747553402,4.5 star rating,$$$$ ,Downtown,266 reviews,Closed5:30 PM - 9:00 PM,See 442 photos,"['Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Limited capacity']","['Takeout', 'Curbside pickup', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Limited capacity', 'Health Score', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
0,_VTIvw1WB_fSfHkHH1DdQQ,titos-mexican-restaurant-san-antonio-2,596,Mexican,4.0,29.4141204,-98.490898,$,+12102128226,9216.371056965092,4 star rating,$ ,"King William, Downtown, Southtown",596 reviews,Closed11:00 AM - 9:00 PM,See 573 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
1,i8iLLTjW-_RzvXxlRVpsGg,boiler-house-texas-grill-and-wine-garden-san-antonio,770,American (New),3.5,29.443453,-98.480389,$$,+12103544644,6556.269436574538,3.5 star rating,$$ ,Tobin Hill,770 reviews,Closed11:00 AM - 11:00 PM,See 1109 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Hand sanitizer provided', 'Limited capacity', 'Contactless payments', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
2,I2-CXOFGdJPbtsyuROn97g,the-pigpen-san-antonio,262,Bars,4.0,29.46095,-98.46595,$$,+12102679136,5983.776278821328,4 star rating,$$ ,Mahncke Park,262 reviews,Closed11:00 AM - 7:00 PM,See 474 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Limited capacity', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
3,Tjdl-IB8giQiDLSMFHtjAA,burgerteca-san-antonio,417,Burgers,4.0,29.405985,-98.4936867,$$,+12106350016,10038.032541974428,4 star rating,$$ ,"Southtown, Downtown",417 reviews,Closed11:00 AM - 9:00 PM,See 961 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Sanitizing between customers', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Masks required', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Health Score', 'Takes Reservations', 'Offers Takeout']"
4,SFx1j-jCwvS8FBjwLLdqmQ,la-gloria-san-antonio-7,1340,Mexican,3.5,29.4440595535598,-98.4811606424893,$$,+12102679040,6460.496540383775,3.5 star rating,$$ ,Tobin Hill,1340 reviews,Closed2:00 PM - 9:00 PM,See 1247 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears gloves']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Staff wears gloves', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
5,YxauSUudaF4KdZteJmJXXQ,suck-it-the-restaurant-san-antonio,535,Sushi Bars,4.0,29.501122,-98.57626967058442,$$,+12105602113,6033.350429458066,4 star rating,$$ ,Medical Center,535 reviews,Closed11:00 AM - 11:45 PM,See 854 photos,"['Delivery', 'Sit-down dining', 'Indoor dining', 'Sanitizing between customers', 'Limited capacity', 'Masks required']","['Delivery', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Limited capacity', 'Masks required', 'Health Score', 'Takes Reservations', 'Offers Delivery', 'Accepts Credit Cards']"
6,ndDWGPjul24IUSo5Phab_A,augies-alamo-city-bbq-steakhouse-san-antonio-2,545,Steakhouses,4.0,29.4339714050293,-98.4815826416016,$$,+12103143596,7435.581847861538,4 star rating,$$ ,Downtown,545 reviews,"Closed7:00 AM - 10:30 AM, 11:00 AM - 9:00 PM",See 465 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Private dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Indoor dining', 'Covered outdoor seating', 'Private dining', 'Social distancing enforced', 'Staff wears masks', 'Sanitizing between customers', 'Staff wears gloves', 'Hand sanitizer provided', 'Temperature checks', 'Masks required', 'Contactless payments', 'Disposable or contactless menu', 'Staff checked for symptoms', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
7,3nzrromr2ZfRwCjG4MSdCw,pharm-table-san-antonio,226,American (New),4.5,29.415458096232673,-98.48909096128759,$$,+12108021860,9117.76838853844,4.5 star rating,$$ ,"Downtown, Southtown, Lavaca",226 reviews,"Closed11:00 AM - 2:00 PM, 5:00 PM - 9:00 PM",See 515 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced']","['Delivery', 'Takeout', 'Curbside pickup', 'Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
8,y6flKCILSIQbqJd8Wewg4A,ma-harpers-creole-kitchen-san-antonio,175,Cajun/Creole,4.5,29.441,-98.46071,$$,+12102262200,7879.689942625893,4.5 star rating,Unclaimed ,Government Hill,175 reviews,Closed11:00 AM - 4:00 PM,See 225 photos,"['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks']","['Delivery', 'Takeout', 'Sit-down dining', 'Indoor dining', 'Social distancing enforced', 'Staff wears masks', 'Health Score', 'Offers Delivery', 'Offers Takeout']"
9,yt0AXM_P_Ez7mh5WI4fS9A,the-hut-diner-san-antonio-2,163,Sandwiches,4.5,29.459835,-98.521147,$,+12106498574,3902.6751451831387,4.5 star rating,Unclaimed ,Los Angeles Heights,163 reviews,Closed11:00 AM - 2:00 PM,See 237 photos,"['Delivery', 'Takeout', 'Curbside pickup', 'Drive-thru', 'Staff wears masks']","['Delivery', 'Takeout', 'Curbside pickup', 'Drive-thru', 'Staff wears masks', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
